JCR_Position,Name,JCR Year,Abbr Name,Publisher,ISSN,EISSN,Total Cites,Total Articles,Citable Items,Cited Half-Life,Citing Half-Life,JIF,JIF5Years,JIF_NoSelfCite,JCI,Area,Rank,Normalized Journal,Journal_Abbreviation,SJR_Score,SJR_Quartile,H_Index,SJR_Categories,SJR_Areas,JIF_2024,Quartile_2024,WoS_Index,WoS_Categories,SJR_Year,SJR_Score_2023,SJR_Quartile_2023
7030.0,Actuators,2025.0,ACTUATORS,MDPI,2076-0825,2076-0825,5634.0,516.0,534.0,2.9,5.5,2.4,2.4,2.0,0.58,Q2,80/182,actuators,Actuators,0.481,Q2,48.0,Control and Optimization (Q2); Control and Systems Engineering (Q2),Engineering; Mathematics,2.3,Q2,SCIE,"ENGINEERING, MECHANICAL; INSTRUMENTS & INSTRUMENTATION",2025.0,0.517,Q2
7030.0,Bio-Algorithms and Med-Systems,2025.0,BIO-ALGORITHMS MED-S,INDEX COPERNICUS INT,1895-9091,1896-530X,281.0,17.0,19.0,3.5,5.6,2.5,1.4,2.0,0.58,Q2,29/67,bio algorithms and med systems,Bio-Algorithms Med-S.,0.47,Q2,18.0,"Computer Science (miscellaneous) (Q2); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q3); Health Informatics (Q3); Medicine (miscellaneous) (Q3)","Biochemistry, Genetics and Molecular Biology; Computer Science; Medicine",2.3,Q2,ESCI,MATHEMATICAL & COMPUTATIONAL BIOLOGY,2025.0,0.293,Q3
7030.0,Cogent Food & Agriculture,2025.0,COGENT FOOD AGR,TAYLOR & FRANCIS LTD,2331-1932,2331-1932,5528.0,326.0,375.0,4.8,6.9,3.1,2.9,2.2,0.58,Q2,29/94,cogent food and agriculture,Cogent Food Agric.,0.555,Q2,61.0,Agricultural and Biological Sciences (miscellaneous) (Q2); Food Science (Q2),Agricultural and Biological Sciences,2.3,Q2,SCIE,"AGRICULTURE, MULTIDISCIPLINARY",2025.0,0.455,Q2
7030.0,Current Sexual Health Reports,2025.0,CURR SEX HEALTH REP,SPRINGERNATURE,1548-3584,1548-3592,865.0,0.0,18.0,6.1,4.7,3.1,2.1,2.1,0.58,Q2,54/133,current sexual health reports,Curr. Sex. Health Rep.,0.624,Q2,32.0,Obstetrics and Gynecology (Q2); Urology (Q2),Medicine,2.3,Q2,ESCI,UROLOGY & NEPHROLOGY,2025.0,0.478,Q2
7030.0,Developmental Neurobiology,2025.0,DEV NEUROBIOL,WILEY,1932-8451,1932-846X,2591.0,15.0,16.0,9.8,10.2,2.0,2.5,2.2,0.58,Q3,18/39,developmental neurobiology,Dev. Neurobiol.,0.985,Q2,146.0,Cellular and Molecular Neuroscience (Q2); Developmental Neuroscience (Q2),Neuroscience,2.3,Q2,SCIE,DEVELOPMENTAL BIOLOGY; NEUROSCIENCES,2025.0,1.259,Q1
7030.0,EXPERT SYSTEMS,2025.0,EXPERT SYST,WILEY,0266-4720,1468-0394,4610.0,228.0,245.0,3.4,4.9,3.4,2.7,2.2,0.58,Q2,59/147,expert systems,Expert Syst.,0.738,Q2,69.0,Artificial Intelligence (Q2); Computational Theory and Mathematics (Q2); Control and Systems Engineering (Q2); Theoretical Computer Science (Q2),Computer Science; Engineering; Mathematics,2.3,Q2,SCIE,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE; COMPUTER SCIENCE, THEORY & METHODS",2025.0,0.761,Q2
7030.0,Frontiers in Radiology,2025.0,FRONT RADIOL,FRONTIERS MEDIA SA,2673-8740,2673-8740,536.0,34.0,43.0,2.0,6.0,4.0,2.5,2.3,0.58,Q1,92/212,frontiers in radiology,Front. Radiol.,0.849,Q1,14.0,"Radiology, Nuclear Medicine and Imaging (Q1)",Medicine,2.3,Q2,ESCI,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",2025.0,,
7030.0,Thoracic Cancer,2025.0,THORAC CANCER,WILEY,1759-7706,1759-7714,7337.0,260.0,268.0,4.1,5.6,2.6,2.7,2.3,0.58,Q2,51/108,thoracic cancer,Thorac. Cancer,0.779,Q2,60.0,Medicine (miscellaneous) (Q2); Oncology (Q2); Pulmonary and Respiratory Medicine (Q2),Medicine,2.3,Q2,SCIE,ONCOLOGY; RESPIRATORY SYSTEM,2025.0,0.778,Q2
7030.0,ARTIFICIAL ORGANS,2025.0,ARTIF ORGANS,WILEY,0160-564X,1525-1594,5238.0,148.0,167.0,7.0,6.5,2.2,2.3,2.2,0.57,Q2,13/31,artificial organs,Artif. Organs,0.652,Q2,92.0,Biomedical Engineering (Q2); Medicine (miscellaneous) (Q2); Bioengineering (Q3); Biomaterials (Q3),Chemical Engineering; Engineering; Materials Science; Medicine,2.3,Q2,SCIE,"ENGINEERING, BIOMEDICAL; TRANSPLANTATION",2025.0,0.651,Q2
7030.0,Canadian Journal of Gastroenterology and Hepatology,2025.0,CAN J GASTROENTEROL,WILEY,2291-2789,2291-2797,2971.0,14.0,16.0,8.2,7.8,2.5,2.7,2.3,0.57,Q3,80/147,canadian journal of gastroenterology and hepatology,Can. J. Gastroenterol. Hepatol.,0.644,Q2,82.0,Gastroenterology (Q2); Medicine (miscellaneous) (Q2); Hepatology (Q3),Medicine,2.3,Q3,SCIE,GASTROENTEROLOGY & HEPATOLOGY,2025.0,0.71,Q2
7030.0,European Annals of Allergy and Clinical Immunology,2025.0,EUR ANN ALLERGY CLIN,EDRA SPA,1764-1489,1764-1489,767.0,25.0,31.0,5.7,7.4,2.5,2.0,2.2,0.57,Q3,20/39,european annals of allergy and clinical immunology,Eur. Ann. Allergy Clin.,0.696,Q3,40.0,Immunology and Allergy (Q3),Medicine,2.3,Q3,ESCI,ALLERGY,2025.0,0.521,Q3
7030.0,European Journal of Finance,2025.0,EUR J FINANC,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1351-847X,1466-4364,2981.0,67.0,67.0,4.8,10.5,3.8,3.0,2.1,0.57,Q1,87/241,european journal of finance,Eur. J. Financ.,0.998,Q1,61.0,"Economics, Econometrics and Finance (miscellaneous) (Q1)","Economics, Econometrics and Finance",2.3,Q2,SSCI,"BUSINESS, FINANCE",2025.0,0.868,Q1
7030.0,EUROPEAN JOURNAL OF HAEMATOLOGY,2025.0,EUR J HAEMATOL,WILEY,0902-4441,1600-0609,5664.0,168.0,189.0,7.4,7.1,2.6,2.7,2.2,0.57,Q2,47/98,european journal of haematology,Eur. J. Haematol.,0.977,Q1,102.0,Medicine (miscellaneous) (Q1); Hematology (Q2),Medicine,2.3,Q2,SCIE,HEMATOLOGY,2025.0,0.944,Q1
7030.0,Health and Human Rights,2025.0,HEALTH HUM RIGHTS,HARVARD UNIV PRESS,1079-0969,2150-4113,1316.0,18.0,19.0,6.0,6.3,2.2,2.9,2.1,0.57,Q2,172/419,health and human rights,Health Hum. Rights,0.499,Q2,49.0,Health (social science) (Q2); Political Science and International Relations (Q2); Sociology and Political Science (Q2),Social Sciences,2.3,Q2,SSCI,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",2025.0,1.271,Q1
7030.0,HYDROGEOLOGY JOURNAL,2025.0,HYDROGEOL J,SPRINGER,1431-2174,1435-0157,8807.0,96.0,97.0,10.3,11.2,2.8,2.8,2.2,0.57,Q2,61/131,hydrogeology journal,Hydrogeol. J.,0.774,Q1,131.0,Earth and Planetary Sciences (miscellaneous) (Q1); Water Science and Technology (Q2),Earth and Planetary Sciences; Environmental Science,2.3,Q2,SCIE,"GEOSCIENCES, MULTIDISCIPLINARY; WATER RESOURCES",2025.0,0.721,Q1
7030.0,Journal of Sustainable Development of Energy Water and Environment Systems-JSDEWES,2025.0,J SUSTAIN DEV ENERGY,INT CENTRE SUSTAINABLE DEV ENERGY WATER & ENV SYSTEMS-SDEWES,1848-9257,1848-9257,871.0,52.0,55.0,3.4,5.8,2.1,1.8,1.8,0.57,Q4,241/374,journal of sustainable development of energy water and environment systems jsdewes,J. Sustain. Dev. Energy,0.471,Q2,28.0,"Energy Engineering and Power Technology (Q2); Environmental Science (miscellaneous) (Q2); Water Science and Technology (Q2); Renewable Energy, Sustainability and the Environment (Q3)",Energy; Environmental Science,2.3,Q3,ESCI,ENVIRONMENTAL SCIENCES,2025.0,,
7030.0,Memetic Computing,2025.0,MEMET COMPUT,SPRINGER HEIDELBERG,1865-9284,1865-9292,782.0,27.0,29.0,6.0,5.4,2.5,2.6,2.1,0.57,Q2,47/106,memetic computing,Memet. Comput.,0.492,Q2,44.0,Computer Science (miscellaneous) (Q2); Control and Optimization (Q2),Computer Science; Mathematics,2.3,Q2,SCIE,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE; OPERATIONS RESEARCH & MANAGEMENT SCIENCE",2025.0,0.945,Q1
7030.0,Proceedings of the ACM on Computer Graphics and Interactive Techniques,2025.0,P ACM COMPUT GRAPH,ASSOC COMPUTING MACHINERY,2577-6193,2577-6193,855.0,63.0,63.0,3.3,6.7,3.1,2.4,2.1,0.57,Q2,64/128,proceedings of the acm on computer graphics and interactive techniques,Proc. ACM Comput. Graphics Comput. Syst.,0.897,Q1,27.0,Computer Graphics and Computer-Aided Design (Q1); Computer Science Applications (Q1),Computer Science,2.3,Q2,ESCI,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",2025.0,0.985,Q1
7030.0,IEEE Transactions on Molecular Biological and Multi-Scale Communications,2025.0,IEEE T MOL BIO MULT,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2332-7804,2332-7804,613.0,53.0,53.0,4.3,7.6,2.5,2.3,1.7,0.56,Q3,197/366,ieee transactions on molecular biological and multi scale communications,Ieee T. Mol. Bio. Mult.,0.676,Q2,29.0,Bioengineering (Q2); Biotechnology (Q2); Computer Networks and Communications (Q2); Electrical and Electronic Engineering (Q2); Modeling and Simulation (Q2),"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Computer Science; Engineering; Mathematics",2.3,Q3,ESCI,"ENGINEERING, ELECTRICAL & ELECTRONIC; TELECOMMUNICATIONS",2025.0,,
7030.0,INTERNATIONAL MICROBIOLOGY,2025.0,INT MICROBIOL,SPRINGER,1139-6709,1618-1905,2874.0,152.0,156.0,5.2,7.0,2.9,2.7,2.3,0.56,Q3,113/177,international microbiology,Int. Microbiol.,0.594,Q3,79.0,Microbiology (Q3); Microbiology (medical) (Q3),Immunology and Microbiology; Medicine,2.3,Q3,SCIE,BIOTECHNOLOGY & APPLIED MICROBIOLOGY; MICROBIOLOGY,2025.0,0.639,Q2
7030.0,MECHANICS OF TIME-DEPENDENT MATERIALS,2025.0,MECH TIME-DEPEND MAT,SPRINGER,1385-2000,1573-2738,2076.0,79.0,79.0,5.5,6.5,4.5,2.3,2.1,0.56,Q1,15/37,mechanics of time dependent materials,Mech. Time-Depend. Mater.,0.51,Q2,54.0,Aerospace Engineering (Q2); Chemical Engineering (miscellaneous) (Q2); Materials Science (miscellaneous) (Q2); Mechanical Engineering (Q2),Chemical Engineering; Engineering; Materials Science,2.3,Q2,SCIE,"MATERIALS SCIENCE, CHARACTERIZATION & TESTING; MECHANICS",2025.0,0.625,Q2
7030.0,Physiologia,2025.0,PHYSIOLOGIA-BASEL,MDPI,,2673-9488,301.0,17.0,34.0,2.0,6.3,2.1,2.3,2.3,0.56,Q3,42/87,physiologia,Physiologia,,,,,,2.3,Q2,ESCI,PHYSIOLOGY,,,
7030.0,Toxicological Research,2025.0,TOXICOL RES-GER,KOREAN SOC TOXICOLOGY,1976-8257,2234-2753,1804.0,45.0,55.0,7.3,9.1,3.3,2.6,2.2,0.56,Q2,72/106,toxicological research,Toxicol. Res.,0.66,Q2,51.0,"Health, Toxicology and Mutagenesis (Q2); Toxicology (Q2)","Environmental Science; Pharmacology, Toxicology and Pharmaceutics",2.3,Q3,SCIE,TOXICOLOGY,2025.0,0.418,Q3
7030.0,Experimental and Therapeutic Medicine,2025.0,EXP THER MED,SPANDIDOS PUBL LTD,1792-0981,1792-1015,22619.0,351.0,397.0,5.3,6.8,2.2,2.4,2.3,0.55,Q3,107/195,experimental and therapeutic medicine,Exp. Ther. Med.,,,,,,2.3,Q3,SCIE,"MEDICINE, RESEARCH & EXPERIMENTAL",,,
7030.0,Grassland Research,2025.0,GRASSL RES,WILEY,2097-051X,2770-1743,248.0,33.0,33.0,2.0,10.7,2.8,2.3,2.3,0.55,Q2,36/129,grassland research,Grassland Res.,0.679,Q1,9.0,"Agricultural and Biological Sciences (miscellaneous) (Q1); Agronomy and Crop Science (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Plant Science (Q2)",Agricultural and Biological Sciences,2.3,Q2,ESCI,AGRONOMY; PLANT SCIENCES,2025.0,0.272,Q2
7030.0,JOM,2025.0,JOM-US,SPRINGER,1047-4838,1543-1851,19442.0,580.0,627.0,8.0,6.8,2.3,2.5,2.2,0.55,Q2,10/31,jom,Jom,0.499,Q2,153.0,Engineering (miscellaneous) (Q2); Materials Science (miscellaneous) (Q2),Engineering; Materials Science,2.3,Q2,SCIE,"MATERIALS SCIENCE, MULTIDISCIPLINARY; METALLURGY & METALLURGICAL ENGINEERING; MINERALOGY; MINING & MINERAL PROCESSING",2025.0,0.551,Q2
7030.0,JOURNAL OF RISK AND UNCERTAINTY,2025.0,J RISK UNCERTAINTY,SPRINGER,0895-5646,1573-0476,3047.0,24.0,27.0,22.8,13.0,2.2,2.8,2.0,0.55,Q2,175/617,journal of risk and uncertainty,J. Risk Uncertainty,1.823,Q1,87.0,Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1),"Business, Management and Accounting; Economics, Econometrics and Finance",2.3,Q2,SSCI,"BUSINESS, FINANCE; ECONOMICS",2025.0,1.52,Q1
7030.0,New Review of Academic Librarianship,2025.0,NEW REV ACAD LIBR,TAYLOR & FRANCIS LTD,1361-4533,1740-7834,403.0,24.0,27.0,4.5,6.2,1.5,,2.2,0.55,Q3,56/166,new review of academic librarianship,New Rev. Acad. Libr.,0.682,Q1,30.0,Library and Information Sciences (Q1); E-learning (Q2),Social Sciences,2.3,Q2,ESCI,INFORMATION SCIENCE & LIBRARY SCIENCE,2025.0,0.616,Q1
7030.0,Particles,2025.0,PARTICLES-BASEL,MDPI,2571-712X,2571-712X,607.0,61.0,70.0,2.4,10.7,2.3,1.8,2.1,0.55,Q2,41/84,particles,Particles,0.684,Q1,19.0,Physics and Astronomy (miscellaneous) (Q1); Astronomy and Astrophysics (Q2); Nuclear and High Energy Physics (Q2),Physics and Astronomy,2.3,Q2,ESCI,"ASTRONOMY & ASTROPHYSICS; PHYSICS, NUCLEAR; PHYSICS, PARTICLES & FIELDS",2025.0,0.596,Q2
7030.0,VISUAL NEUROSCIENCE,2025.0,VISUAL NEUROSCI,Maximum Academic Press,0952-5238,1469-8714,1840.0,6.0,7.0,21.2,15.8,6.5,2.1,2.2,0.55,Q1,32/98,visual neuroscience,Visual Neurosci.,1.116,Q1,92.0,Sensory Systems (Q1); Physiology (Q2),"Biochemistry, Genetics and Molecular Biology; Neuroscience",2.3,Q2,SCIE,NEUROSCIENCES; OPHTHALMOLOGY,2025.0,0.472,Q3
7030.0,Digital Threats: Research and Practice,2025.0,DIGIT THREATS,ASSOC COMPUTING MACHINERY,2692-1626,2576-5337,579.0,38.0,39.0,2.4,5.9,3.1,2.4,2.1,0.54,Q3,147/258,digital threats research and practice,Digital Threats: Res. Pract.,0.615,Q1,20.0,Safety Research (Q1); Computer Networks and Communications (Q2); Computer Science Applications (Q2); Hardware and Architecture (Q2); Information Systems (Q2); Software (Q2),Computer Science; Social Sciences,2.3,Q3,ESCI,"COMPUTER SCIENCE, INFORMATION SYSTEMS",2025.0,0.595,Q1
7030.0,Journal of Digestive Diseases,2025.0,J DIGEST DIS,WILEY,1751-2972,1751-2980,2404.0,45.0,57.0,6.3,6.9,2.7,3.0,2.3,0.54,Q3,80/147,journal of digestive diseases,J. Digest. Dis.,0.777,Q2,67.0,Gastroenterology (Q2),Medicine,2.3,Q3,SCIE,GASTROENTEROLOGY & HEPATOLOGY,2025.0,0.749,Q2
7030.0,JOURNAL OF ELECTRONIC PACKAGING,2025.0,J ELECTRON PACKAGING,ASME,1043-7398,1528-9044,2098.0,58.0,58.0,8.6,7.9,2.2,2.2,2.1,0.54,Q3,80/182,journal of electronic packaging,J. Electron. Packag.,0.497,Q2,68.0,"Computer Science Applications (Q2); Electrical and Electronic Engineering (Q2); Electronic, Optical and Magnetic Materials (Q2); Mechanics of Materials (Q2)",Computer Science; Engineering; Materials Science,2.3,Q2,SCIE,"ENGINEERING, ELECTRICAL & ELECTRONIC; ENGINEERING, MECHANICAL",2025.0,,
7030.0,Journal of Gay & Lesbian Mental Health,2025.0,J GAY LESBIAN MENT H,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1935-9705,1935-9713,1078.0,11.0,13.0,7.0,7.9,1.9,2.9,2.3,0.54,Q3,73/185,journal of gay and lesbian mental health,J. Gay Lesbian Ment. H.,1.005,Q1,47.0,Clinical Psychology (Q1); Health (social science) (Q1); Psychiatry and Mental Health (Q2),Medicine; Psychology; Social Sciences,2.3,Q2,ESCI,"PSYCHIATRY; PSYCHOLOGY, CLINICAL",2025.0,0.686,Q2
7030.0,Maritime Studies,2025.0,MARIT STUD,SPRINGER HEIDELBERG,1872-7859,2212-9790,1016.0,43.0,45.0,4.7,8.7,2.4,2.7,1.8,0.54,Q3,116/191,maritime studies,Marit. Stud.,0.721,Q1,36.0,"Aquatic Science (Q1); Development (Q1); Geography, Planning and Development (Q1); Management, Monitoring, Policy and Law (Q2); Water Science and Technology (Q2)",Agricultural and Biological Sciences; Environmental Science; Social Sciences,2.3,Q3,ESCI,ENVIRONMENTAL STUDIES,2025.0,0.578,Q2
7030.0,Atmosphere,2025.0,ATMOSPHERE-BASEL,MDPI,1598-3560,2073-4433,29494.0,1455.0,1537.0,3.4,7.7,2.6,2.5,2.1,0.53,Q3,68/111,atmosphere,Atmosphere,0.678,Q2,88.0,Atmospheric Science (Q2); Environmental Science (miscellaneous) (Q2),Earth and Planetary Sciences; Environmental Science,2.3,Q3,SCIE,ENVIRONMENTAL SCIENCES; METEOROLOGY & ATMOSPHERIC SCIENCES,2025.0,0.627,Q2
7030.0,CHROMOSOMA,2025.0,CHROMOSOMA,SPRINGER,0009-5915,1432-0886,2677.0,7.0,10.0,15.6,11.8,2.5,2.1,2.2,0.53,Q3,105/191,chromosoma,Chromosoma,1.224,Q1,100.0,Genetics (Q1); Genetics (clinical) (Q1),"Biochemistry, Genetics and Molecular Biology; Medicine",2.3,Q3,SCIE,BIOCHEMISTRY & MOLECULAR BIOLOGY; GENETICS & HEREDITY,2025.0,0.824,Q2
7030.0,COMPUTER,2025.0,COMPUTER,IEEE COMPUTER SOC,0018-9162,1558-0814,7350.0,191.0,191.0,14.1,5.3,2.2,2.3,2.1,0.53,Q3,64/128,computer,Computer,0.541,Q2,192.0,Computer Science (miscellaneous) (Q2),Computer Science,2.3,Q2,SCIE,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE; COMPUTER SCIENCE, SOFTWARE ENGINEERING",2025.0,0.803,Q1
7030.0,CURRENT PROBLEMS IN CANCER,2025.0,CURR PROB CANCER,MOSBY-ELSEVIER,0147-0272,1535-6345,1472.0,51.0,52.0,5.6,6.4,2.4,2.2,2.3,0.53,Q3,208/326,current problems in cancer,Curr. Prob. Cancer,0.808,Q2,54.0,Oncology (Q2); Cancer Research (Q3),"Biochemistry, Genetics and Molecular Biology; Medicine",2.3,Q3,SCIE,ONCOLOGY,2025.0,0.759,Q2
7030.0,International Journal of Endocrinology,2025.0,INT J ENDOCRINOL,WILEY,1687-8337,1687-8345,5511.0,49.0,55.0,7.5,7.1,2.5,2.6,2.2,0.53,Q3,128/191,international journal of endocrinology,Int. J. Endocrinol.,0.753,Q2,89.0,"Endocrinology, Diabetes and Metabolism (Q2); Endocrine and Autonomic Systems (Q3); Endocrinology (Q3)","Biochemistry, Genetics and Molecular Biology; Medicine; Neuroscience",2.3,Q3,SCIE,ENDOCRINOLOGY & METABOLISM,2025.0,0.604,Q3
7030.0,Journal of Dietary Supplements,2025.0,J DIET SUPPL,TAYLOR & FRANCIS LTD,1939-0211,1939-022X,1463.0,21.0,34.0,5.2,8.0,3.1,2.8,2.2,0.53,Q2,202/352,journal of dietary supplements,J. Diet. Suppl.,0.584,Q2,47.0,Food Science (Q2); Nutrition and Dietetics (Q3); Pharmacology (medical) (Q3),Agricultural and Biological Sciences; Medicine; Nursing,2.3,Q3,ESCI,NUTRITION & DIETETICS; PHARMACOLOGY & PHARMACY,2025.0,0.59,Q2
7030.0,Journal of Hydro-environment Research,2025.0,J HYDRO-ENVIRON RES,ELSEVIER,1570-6443,1876-4444,1273.0,23.0,23.0,8.3,9.7,2.8,2.5,2.2,0.53,Q2,82/183,journal of hydro environment research,J. Hydro-environ. Res.,0.534,Q2,58.0,"Civil and Structural Engineering (Q2); Environmental Engineering (Q2); Management, Monitoring, Policy and Law (Q2); Water Science and Technology (Q2); Environmental Chemistry (Q3)",Engineering; Environmental Science,2.3,Q2,SCIE,"ENGINEERING, CIVIL; ENVIRONMENTAL SCIENCES; WATER RESOURCES",2025.0,0.611,Q2
7030.0,JOURNAL OF VASCULAR RESEARCH,2025.0,J VASC RES,KARGER,1018-1172,1423-0135,1307.0,29.0,33.0,12.5,10.8,1.3,1.8,2.2,0.53,Q4,42/87,journal of vascular research,J. Vasc. Res.,0.549,Q2,85.0,Cardiology and Cardiovascular Medicine (Q2); Physiology (Q3),"Biochemistry, Genetics and Molecular Biology; Medicine",2.3,Q2,SCIE,PERIPHERAL VASCULAR DISEASE; PHYSIOLOGY,2025.0,0.486,Q3
7030.0,Obesity Research & Clinical Practice,2025.0,OBES RES CLIN PRACT,ELSEVIER SCI LTD,1871-403X,1878-0318,2363.0,58.0,60.0,5.6,7.6,2.4,3.1,2.3,0.53,Q3,71/112,obesity research and clinical practice,Obes. Res. Clin. Pract.,0.733,Q2,57.0,"Nutrition and Dietetics (Q2); Endocrinology, Diabetes and Metabolism (Q3)",Medicine; Nursing,2.3,Q3,SCIE,ENDOCRINOLOGY & METABOLISM; NUTRITION & DIETETICS,2025.0,0.988,Q1
7030.0,Research in Cold and Arid Regions,2025.0,RES COLD ARID REG,KEAI PUBLISHING LTD,2097-1583,2949-7302,325.0,29.0,30.0,1.6,7.7,3.5,2.3,2.2,0.53,Q2,33/67,research in cold and arid regions,Res. Cold Arid Reg.,0.515,Q2,14.0,Earth-Surface Processes (Q2); Environmental Engineering (Q2); Environmental Science (miscellaneous) (Q2); Geotechnical Engineering and Engineering Geology (Q2),Earth and Planetary Sciences; Environmental Science,2.3,Q2,ESCI,"GEOGRAPHY, PHYSICAL",2025.0,0.224,Q3
7030.0,TECHNICAL COMMUNICATION,2024.0,TECH COMMUN-STC,SOC TECHNICAL COMMUNICATION,0049-3155,,714.0,15.0,15.0,11.9,8.0,2.3,1.9,2.0,0.53,Q1,53/227,technical communication,Tech. Commun.-Stc.,0.294,Q2,41.0,Communication (Q2); Social Sciences (miscellaneous) (Q2),Social Sciences,2.3,Q1,,,2025.0,0.581,Q1
7030.0,Clinical Respiratory Journal,2025.0,CLIN RESPIR J,WILEY,1752-6981,1752-699X,2934.0,112.0,125.0,6.0,5.8,2.2,1.9,2.3,0.52,Q3,51/108,clinical respiratory journal,Clin. Respir. J.,0.657,Q2,53.0,Pulmonary and Respiratory Medicine (Q2); Genetics (clinical) (Q3); Immunology and Allergy (Q3),Medicine,2.3,Q2,SCIE,RESPIRATORY SYSTEM,2025.0,0.561,Q2
7030.0,ENVIRONMENTAL AND MOLECULAR MUTAGENESIS,2025.0,ENVIRON MOL MUTAGEN,WILEY,0893-6692,1098-2280,3051.0,35.0,43.0,10.0,10.0,2.7,2.7,2.0,0.52,Q2,105/191,environmental and molecular mutagenesis,Environ. Mol. Mutagen.,0.686,Q2,104.0,"Epidemiology (Q2); Health, Toxicology and Mutagenesis (Q2); Genetics (clinical) (Q3)",Environmental Science; Medicine,2.3,Q3,SCIE,ENVIRONMENTAL SCIENCES; GENETICS & HEREDITY; TOXICOLOGY,2025.0,0.681,Q2
7030.0,IET Smart Cities,2025.0,IET SMART CITIES,WILEY,2631-7680,2631-7680,404.0,17.0,19.0,3.3,5.2,3.4,2.8,2.3,0.52,Q2,197/366,iet smart cities,IET Smart Cities,0.586,Q1,24.0,Urban Studies (Q1); Artificial Intelligence (Q2); Computer Networks and Communications (Q2); Computer Science Applications (Q2); Control and Systems Engineering (Q2); Electrical and Electronic Engineering (Q2); Software (Q2),Computer Science; Engineering; Social Sciences,2.3,Q3,ESCI,"COMPUTER SCIENCE, INFORMATION SYSTEMS; ENGINEERING, ELECTRICAL & ELECTRONIC; TELECOMMUNICATIONS",2025.0,0.695,Q1
7030.0,JOURNAL OF POROUS MEDIA,2025.0,J POROUS MEDIA,BEGELL HOUSE INC,1091-028X,1934-0508,1404.0,64.0,64.0,5.2,6.7,2.2,2.2,2.2,0.52,Q3,33/79,journal of porous media,J. Porous Media,0.414,Q2,48.0,Mechanical Engineering (Q2); Mechanics of Materials (Q2); Biomedical Engineering (Q3); Condensed Matter Physics (Q3); Materials Science (miscellaneous) (Q3); Modeling and Simulation (Q3),Engineering; Materials Science; Mathematics; Physics and Astronomy,2.3,Q2,SCIE,"ENGINEERING, MECHANICAL; MECHANICS; THERMODYNAMICS",2025.0,0.386,Q2
7030.0,STEROIDS,2025.0,STEROIDS,ELSEVIER SCIENCE INC,0039-128X,1878-5867,5523.0,73.0,96.0,10.3,9.3,2.7,2.3,2.2,0.52,Q3,128/191,steroids,Steroids,0.631,Q2,121.0,Clinical Biochemistry (Q2); Organic Chemistry (Q2); Pharmacology (Q2); Biochemistry (Q3); Endocrinology (Q3); Molecular Biology (Q3),"Biochemistry, Genetics and Molecular Biology; Chemistry; Pharmacology, Toxicology and Pharmaceutics",2.3,Q3,SCIE,BIOCHEMISTRY & MOLECULAR BIOLOGY; ENDOCRINOLOGY & METABOLISM,2025.0,0.476,Q2
7030.0,Asia-Pacific Journal of Atmospheric Sciences,2025.0,ASIA-PAC J ATMOS SCI,KOREAN METEOROLOGICAL SOC,1976-7633,1976-7951,1443.0,35.0,35.0,6.1,9.9,2.3,2.4,2.2,0.51,Q3,68/111,asia pacific journal of atmospheric sciences,Asia-Pac. J. Atmos. Sci.,0.723,Q2,42.0,Atmospheric Science (Q2),Earth and Planetary Sciences,2.3,Q3,SCIE,METEOROLOGY & ATMOSPHERIC SCIENCES,2025.0,0.684,Q2
7030.0,Current Stem Cell Reports,2025.0,CURR STEM CELL REP,SPRINGER HEIDELBERG,2198-7866,2198-7866,388.0,0.0,11.0,6.6,6.6,1.6,1.6,2.3,0.51,Q4,27/32,current stem cell reports,Curr. Stem Cell Rep.,0.606,Q3,29.0,Cell Biology (Q3); Developmental Biology (Q3); Genetics (Q3); Molecular Biology (Q3),"Biochemistry, Genetics and Molecular Biology",2.3,Q4,ESCI,CELL & TISSUE ENGINEERING,2025.0,0.794,Q2
7030.0,European Journal of Environmental and Civil Engineering,2025.0,EUR J ENVIRON CIV EN,TAYLOR & FRANCIS LTD,1964-8189,2116-7214,4697.0,137.0,159.0,4.4,7.4,2.4,2.4,2.2,0.51,Q3,82/183,european journal of environmental and civil engineering,Eur. J. Environ. Civ. Eng.,0.631,Q2,55.0,Civil and Structural Engineering (Q2); Environmental Engineering (Q2),Engineering; Environmental Science,2.3,Q2,SCIE,"ENGINEERING, CIVIL; ENGINEERING, GEOLOGICAL",2025.0,0.566,Q2
